,x,y
227,4.5490981963927855,14.085297113658328
417,8.356713426853707,21.667597149657222
203,4.06813627254509,13.067382937947292
126,2.5250501002004007,10.21536657201826
329,6.593186372745491,17.912613695151265
31,0.6212424849699398,6.266018017269126
113,2.2645290581162323,9.96931371582102
470,9.4188376753507,23.331788308648655
271,5.430861723446894,15.983307554595031
140,2.805611222444889,11.771622364529929
57,1.1422845691382766,7.434057866336062
192,3.847695390781563,12.775721376473014
24,0.4809619238476953,6.422628046600681
17,0.3406813627254509,5.87031777632014
265,5.31062124248497,15.328082472364374
66,1.3226452905811623,8.46108929492846
208,4.168336673346693,13.593091575489764
479,9.599198396793588,24.040595231894248
94,1.88376753507014,9.463794294857417
253,5.070140280561122,16.285514096387512
266,5.33066132264529,15.432502348145816
23,0.4609218436873747,5.620677760583318
222,4.448897795591182,13.70371849494124
261,5.230460921843688,16.22390062412978
426,8.537074148296593,22.02165844608371
5,0.1002004008016032,5.046555162919705
116,2.3246492985971945,10.025271891032986
45,0.9018036072144288,6.669420846824168
16,0.3206412825651302,5.557175453746723
462,9.258517034068136,22.950237655317043
357,7.154308617234468,18.809521370353004
3,0.0601202404809619,4.722490205935278
218,4.368737474949899,13.7009151269257
405,8.11623246492986,21.50662899510871
60,1.2024048096192383,7.176896945338792
110,2.2044088176352705,9.677115895553952
318,6.372745490981964,16.34438958276807
428,8.577154308617233,21.326636598079627
29,0.5811623246492986,5.163004911506911
437,8.75751503006012,22.259509828330184
471,9.438877755511022,23.920239579540898
26,0.5210420841683366,6.503982448493647
7,0.1402805611222445,5.54302005406743
453,9.07815631262525,23.450425089809467
108,2.164328657314629,9.9767322483932
37,0.7414829659318637,6.522071522409804
157,3.1462925851703405,11.86845215773108
489,9.799599198396791,24.87823933710292
118,2.364729458917836,9.131965515201342
114,2.284569138276553,9.342098095295304
175,3.507014028056112,12.287768342164556
373,7.474949899799599,19.79521100315752
181,3.627254509018036,11.97235850138499
144,2.885771543086172,10.988947065037925
369,7.394789579158316,19.95758702964763
390,7.8156312625250495,20.13183812700241
195,3.9078156312625247,12.534841887723438
404,8.09619238476954,20.744476889333665
275,5.511022044088176,16.409408247709933
454,9.098196392785573,23.30268630878991
141,2.8256513026052104,10.709848041288142
365,7.314629258517034,19.301486002291888
67,1.342685370741483,7.874250326348325
210,4.208416833667335,13.718187495549335
168,3.3667334669338675,11.022069479554563
493,9.879759519038076,25.323410853140054
375,7.51503006012024,19.867694987699
400,8.016032064128256,21.03868401209028
272,5.450901803607215,16.09698607896874
109,2.1843687374749496,9.676967131262977
248,4.969939879759519,15.355555288511422
145,2.905811623246493,11.081670476755388
92,1.8436873747494988,8.600642800962559
152,3.0460921843687374,11.61469605648882
367,7.354709418837675,20.098220906626807
467,9.35871743486974,23.756995731704244
83,1.6633266533066131,8.149138941085539
245,4.909819639278557,14.653233396131007
165,3.306613226452906,11.79285103116254
163,3.2665330661322645,12.544802107149517
199,3.987975951903808,11.996677426239346
228,4.569138276553106,14.710907639615826
74,1.4829659318637274,8.876889412657658
478,9.579158316633269,23.63801701822396
358,7.174348697394789,18.66217611931413
250,5.01002004008016,14.56021473512899
119,2.3847695390781563,9.51933424450418
310,6.212424849699398,17.364646380066592
299,5.991983967935871,16.7733041422094
255,5.110220440881763,15.126023491654632
354,7.0941883767535066,19.18911225362972
399,7.995991983967936,20.93487119221078
225,4.509018036072144,13.90799818223411
353,7.074148296593186,19.47418722403668
234,4.68937875751503,14.072444645592592
382,7.655310621242485,19.70875364638508
274,5.490981963927855,15.72650083723958
36,0.721442885771543,6.5514755878622255
196,3.9278557114228456,12.9593467963325
139,2.785571142284569,10.021856920791471
364,7.294589178356713,19.64545712216665
244,4.889779559118236,15.063788577698611
439,8.797595190380761,22.448447853316832
286,5.731462925851703,16.299645362863803
59,1.1823647294589177,6.589722364238762
111,2.224448897795591,9.651245523398334
89,1.783567134268537,8.358884727318728
436,8.737474949899799,21.665269908350822
6,0.1202404809619238,5.374992998511972
360,7.214428857715431,20.309490779140795
346,6.933867735470941,17.37042904082807
338,6.773547094188377,18.750422732110195
158,3.1663326653306614,11.038050837406248
150,3.006012024048096,10.621871844845424
177,3.5470941883767533,11.369629571385042
393,7.875751503006012,20.98951869773108
184,3.6873747494989977,11.99701813581518
449,8.997995991983968,23.5706816756515
10,0.2004008016032064,5.369775040307245
380,7.615230460921843,20.479824400999654
103,2.064128256513026,9.452240408530995
81,1.6232464929859718,8.239104376142022
38,0.7615230460921844,7.225318849654224
314,6.292585170340681,17.36078683412861
167,3.346693386773547,12.815187720838413
469,9.39879759519038,23.378033095081125
296,5.9318637274549095,16.929683332803528
474,9.498997995991983,24.93133756614978
198,3.967935871743487,13.015496977673823
297,5.95190380761523,15.913524819695994
416,8.336673346693386,21.72596276191641
146,2.925851703406813,11.217915411691065
392,7.855711422845691,20.42867394250405
147,2.9458917835671343,10.704172366753932
447,8.957915831663327,22.872604021971128
287,5.751503006012024,16.498901070889243
123,2.464929859719439,9.73328312206182
368,7.374749498997995,19.731627631221905
96,1.9238476953907813,8.857091286668693
143,2.865731462925852,10.890405474470796
239,4.789579158316633,15.252268853244416
442,8.857715430861724,23.153794248568676
97,1.943887775551102,8.590886827212872
407,8.1563126252505,21.411215778099685
122,2.444889779559118,10.7771088396049
183,3.667334669338677,12.588703293373094
202,4.04809619238477,13.255908301435303
246,4.929859719438878,15.09993168693665
305,6.112224448897796,16.962823426103142
298,5.971943887775551,17.32827309775084
351,7.034068136272545,19.41635560924081
386,7.735470941883767,21.14495977397989
395,7.915831663326653,21.490938835698724
284,5.691382765531062,16.577312515494985
125,2.50501002004008,10.394735129168811
302,6.052104208416833,16.42162697822108
223,4.468937875751503,13.90791175016746
418,8.376753507014028,21.76914078754184
219,4.38877755511022,13.12886528224207
129,2.5851703406813624,10.321097710061109
420,8.41683366733467,22.511388685966548
289,5.791583166332665,17.104655129988515
444,8.897795591182364,22.59399702893996
376,7.535070140280561,19.80570535378306
291,5.831663326653306,16.40970942235915
355,7.114228456913827,18.845104486559208
294,5.891783567134269,16.76393313874956
396,7.935871743486974,20.752095191402777
340,6.813627254509018,18.70097170984352
112,2.244488977955912,9.58470339192378
179,3.5871743486973946,12.444852807374692
307,6.152304609218437,17.658956854992088
432,8.657314629258517,21.70819535041252
487,9.759519038076151,25.78915388653189
481,9.639278557114228,24.72389295494415
422,8.45691382765531,21.83314088717173
233,4.669338677354709,14.405633816017156
311,6.232464929859719,16.725271869737814
164,3.286573146292585,11.82583976187384
136,2.7254509018036077,10.93118041583583
197,3.947895791583166,13.049657870506048
258,5.170340681362725,14.425667087511544
232,4.649298597194389,14.351050776931537
115,2.3046092184368736,9.652194423590938
120,2.4048096192384767,9.936020991186531
349,6.993987975951904,19.20629518921845
224,4.488977955911824,13.577999100253315
402,8.056112224448897,21.28175407686901
397,7.955911823647294,20.78842686840021
127,2.545090180360721,10.01754313211906
285,5.711422845691383,17.00836622369301
411,8.236472945891784,22.101555717198064
107,2.1442885771543083,8.849591846040681
370,7.414829659318637,20.272905088317085
325,6.513026052104208,18.331247986361124
133,2.665330661322645,11.199048801133646
452,9.05811623246493,23.437759737599503
44,0.8817635270541082,7.145775780624983
460,9.218436873747494,24.23075450936767
65,1.3026052104208417,7.7687435254021935
283,5.671342685370742,17.079567778310686
85,1.7034068136272544,8.317907055403003
242,4.849699398797595,15.01065836774769
186,3.727454909819639,12.716540688983317
383,7.675350701402805,20.559223154289413
159,3.186372745490982,11.148512987879933
12,0.2404809619238476,5.833017434918486
35,0.7014028056112224,6.266919827977096
28,0.561122244488978,5.97774188350084
170,3.406813627254509,10.756099246915117
142,2.845691382765531,10.958483350953948
398,7.975951903807615,20.41223222460273
342,6.853707414829659,19.147109800616
221,4.428857715430862,13.50206225099033
95,1.9038076152304608,9.32640806398624
51,1.0220440881763526,6.278686427652959
240,4.809619238476953,14.38549189012498
484,9.69939879759519,23.91475653635809
378,7.575150300601202,20.43357325911151
178,3.567134268537074,11.475409865503767
41,0.8216432865731462,6.007007505630135
498,9.97995991983968,24.269704463525724
421,8.436873747494989,21.67467343061494
206,4.128256513026052,13.055734253802433
282,5.651302605210421,16.745198981025307
254,5.090180360721443,15.980494630817264
412,8.256513026052104,20.77158437331719
4,0.0801603206412825,4.877100714416455
256,5.130260521042084,15.054385164781896
448,8.977955911823647,22.7406808677044
100,2.004008016032064,8.559831170788037
226,4.529058116232465,14.71245060864102
429,8.597194388777554,22.27121100796294
213,4.268537074148297,13.363050958475284
171,3.4268537074148293,12.556390134191869
98,1.9639278557114228,7.921915551800491
292,5.851703406813627,16.78074123045042
215,4.3086172344689375,13.92979379715474
61,1.222444889779559,8.15796915556875
47,0.94188376753507,6.81670114368593
32,0.6412825651302605,6.694843740042638
267,5.350701402805611,15.88730834635997
327,6.55310621242485,18.59549607357272
200,4.008016032064128,12.29282153213659
446,8.937875751503006,22.794124028589422
27,0.5410821643286573,6.015880321330456
424,8.496993987975952,22.007742826966822
230,4.609218436873747,14.605517178656903
260,5.210420841683367,15.544224695356718
288,5.771543086172344,16.281776464145448
162,3.246492985971944,11.31809488188812
425,8.517034068136272,23.15007633103513
138,2.7655310621242486,10.256312851096476
62,1.2424849699398797,7.9530345140353
135,2.7054108216432864,9.619478822385178
128,2.565130260521042,9.752013756601707
476,9.539078156312623,24.073128076690743
8,0.1603206412825651,5.954347109974459
326,6.533066132264529,18.20913852801812
463,9.278557114228455,24.055494049866823
64,1.282565130260521,7.981455630253281
300,6.012024048096192,16.78939272805283
14,0.280561122244489,6.824306364666977
156,3.12625250501002,9.863825437306325
40,0.8016032064128256,5.862583431727002
379,7.595190380761522,20.263532984523568
468,9.37875751503006,24.18278037182184
403,8.076152304609218,20.857488588242923
216,4.328657314629258,13.250516630711264
279,5.591182364729459,16.183650320674673
434,8.697394789579159,22.2536916408131
430,8.617234468937875,21.44223215630028
337,6.753507014028056,17.90796758796059
236,4.729458917835671,13.713785141717691
207,4.148296593186372,13.062355164032883
212,4.248496993987976,13.369015153368816
295,5.911823647294589,16.3491808891643
457,9.158316633266534,23.45567379051704
251,5.03006012024048,16.38158810098833
488,9.779559118236472,25.02239738695649
486,9.739478957915832,24.30098216930826
303,6.072144288577154,18.117837898564485
350,7.014028056112224,19.12442061047431
269,5.390781563126252,16.262733998659677
201,4.028056112224449,12.829937086664351
161,3.226452905811623,10.7501257879273
43,0.8617234468937875,6.137866663062535
217,4.348697394789579,13.43657403459385
401,8.036072144288577,21.011171824777016
190,3.8076152304609217,12.866394580959232
309,6.192384769539078,17.279166547262395
259,5.190380761523046,15.032843963371318
105,2.1042084168336674,8.601216142187706
53,1.062124248496994,7.389769750483017
389,7.7955911823647295,20.490778107731625
1,0.0200400801603206,5.024612031683661
441,8.837675350701403,22.64682926757171
482,9.659318637274549,24.575095697962983
49,0.9819639278557114,6.86750694143944
419,8.396793587174349,21.74753111700272
80,1.6032064128256511,9.15894464593131
205,4.108216432865731,12.542220706170612
34,0.6813627254509018,6.298604463887953
263,5.270541082164328,15.982110464010162
427,8.557114228456914,22.79793594814391
366,7.334669338677354,19.703097105941872
91,1.8236472945891784,9.209247241985576
339,6.793587174348697,19.188023276531148
473,9.478957915831662,23.27138906364236
52,1.0420841683366733,7.187513592527349
345,6.913827655310621,19.18562475733974
264,5.290581162324649,14.954865653897638
241,4.829659318637274,14.228071987412182
13,0.2605210420841683,4.773202326039828
315,6.312625250501002,16.753156622725026
88,1.7635270541082164,9.007077978791397
387,7.755511022044088,20.964871443082124
273,5.470941883767535,16.736149113083837
166,3.3266533066132262,10.862059374235573
328,6.57314629258517,17.591553808352266
492,9.859719438877756,24.840040859864988
134,2.685370741482966,9.647452537947986
306,6.132264529058116,17.77514142969981
480,9.619238476953909,24.550203758620004
319,6.3927855711422845,17.191358931493056
243,4.869739478957916,14.423882987042404
54,1.0821643286573146,7.283901447641522
363,7.274549098196393,19.353901849400028
50,1.002004008016032,6.987348374609487
456,9.138276553106213,23.246409339392866
174,3.4869739478957915,12.185238081928023
445,8.917835671342685,23.310374104581975
189,3.787575150300601,13.36329978691506
496,9.939879759519036,24.417803511133076
187,3.74749498997996,12.22619829568089
169,3.3867735470941884,12.734709471910575
58,1.1623246492985972,8.148901303731284
48,0.9619238476953909,7.534540175120381
344,6.8937875751503,19.05888054205
235,4.709418837675351,14.00742351320356
252,5.050100200400801,15.37026191400185
21,0.4208416833667334,6.393972603519205
313,6.27254509018036,17.184374532574843
459,9.198396793587174,23.471851200677413
160,3.2064128256513023,11.478612635256638
276,5.531062124248497,15.158052285247868
443,8.877755511022043,21.842055332891828
191,3.8276553106212425,12.224177121365866
385,7.715430861723447,20.455790356746807
293,5.871743486973948,17.264271168357187
413,8.276553106212425,20.898400139259344
343,6.87374749498998,19.06520725325696
257,5.150300601202405,15.09887161069441
308,6.1723446893787575,18.57030423829505
149,2.985971943887776,10.1014324835961
130,2.6052104208416837,10.729969061872564
151,3.0260521042084165,11.18766060664019
359,7.19438877755511,18.854906549600667
99,1.9839679358717437,9.262787674530848
372,7.454909819639278,20.052214938845736
87,1.7434869739478958,9.014352910485933
458,9.178356713426853,23.03523715017726
330,6.613226452905812,18.559436478846397
214,4.288577154308617,13.185970825166187
466,9.338677354709418,23.65479805757217
121,2.4248496993987976,9.645692044277649
499,10.0,24.73204271916692
20,0.4008016032064128,6.166779101601335
188,3.76753507014028,12.58467257154631
71,1.4228456913827654,7.267182742357597
106,2.124248496993988,9.683977885073784
270,5.410821643286573,16.207061766775613
348,6.973947895791583,19.851961696872653
435,8.71743486973948,21.855768146886945
102,2.044088176352705,9.88058661637992
